State,City,Crime_Type,Date,Time,Latitude,Longitude,Victim_Age,Victim_Gender
Uttar Pradesh,Kanpur,domestic violence,2021-08-16,05:47:00,26.45338,80.40881,65.0,Female
Karnataka,Mysuru,Assault,2023-01-20,19:35:00,12.26882,76.63757,26.0,Male
Maharashtra,Mumbai,Theft,2021-12-25,04:18:00,19.06575,72.92872,49.0,Female
West Bengal,Howrah,Vehicle Theft,2024-05-04,14:47:00,22.62632,88.25041,67.0,Male
Karnataka,Mysuru,Theft,2024-10-23,22:15:00,12.32104,76.65254,67.0,Male
Maharashtra,Mumbai,Fraud,2021-05-07,07:38:00,19.10521,72.86022,43.0,Male
Delhi,Dwarka,Domestic Violence,2022-08-01,02:27:00,28.6044,77.04187,42.0,Female
Maharashtra,Nagpur,Burglary,2022-05-01,22:48:00,21.17796,79.11058,63.0,Female
Tamil Nadu,Coimbatore,Domestic Violence,2021-11-23,08:27:00,11.02828,76.99313,41.0,Male
Tamil Nadu,Coimbatore,Vehicle Theft,2024-03-09,14:28:00,11.05934,76.91986,68.0,Female
Tamil Nadu,Chennai,Vehicle Theft,2021-08-17,,,,,Male
Maharashtra,Pune,Cybercrime,2022-11-17,17:24:00,18.52017,73.82343,61.0,Female
Tamil Nadu,Chennai,Assault,2022-01-04,07:25:00,13.07591,80.2564,28.0,Male
Delhi,Rohini,Vehicle Theft,2023-10-15,13:45:00,28.76373,77.1021,61.0,Female
Gujarat,Ahmedabad,Cybercrime,2021-03-22,09:19:00,23.06762,72.53656,31.0,Male
Telangana,Hyderabad,Theft,2022-02-10,14:05:00,17.32653,78.4736,43.0,Male
Maharashtra,Pune,Fraud,2022-08-25,11:26:00,18.52856,73.83659,31.0,Female
Karnataka,Bengaluru,Burglary,2024-01-08,14:35:00,12.95527,77.58694,65.0,Female
Uttar Pradesh,Lucknow,Vehicle Theft,2024-06-23,06:23:00,26.86625,80.95269,64.0,Male
Gujarat,Surat,vehicle theft,2023-05-23,09:03:00,21.095,72.79855,45.0,Male
Tamil Nadu,Chennai,Cybercrime,2022-04-02,,,,,Female
Uttar Pradesh,Noida,Fraud,2022-05-22,07:04:00,28.51377,77.38757,54.0,Male
West Bengal,Howrah,Theft,2024-02-16,22:09:00,22.58526,88.24939,31.0,Male
Telangana,Hyderabad,Domestic Violence,2022-10-21,12:05:00,17.40605,78.50358,67.0,Female
Delhi,Dwarka,Burglary,2022-02-03,17:30:00,28.56841,77.04888,47.0,Male
Maharashtra,Mumbai,Vandalism,2022-08-27,22:19:00,19.08869,72.91825,41.0,Male
West Bengal,Howrah,Domestic Violence,2021-09-17,02:44:00,22.66932,88.18181,21.0,Male
Telangana,Warangal,Assault,2024-02-08,01:14:00,17.95067,79.58883,49.0,Female
Uttar Pradesh,Kanpur,Robbery,2024-02-10,06:36:00,26.44488,80.31907,46.0,Male
Tamil Nadu,Coimbatore,Vandalism,2024-05-16,17:27:00,11.00895,76.90334,37.0,Female
Delhi,New Delhi,Theft,2022-03-04,07:13:00,28.62717,77.17204,19.0,Male
Tamil Nadu,Coimbatore,Assault,2022-07-19,01:28:00,11.04549,76.93144,50.0,Male
West Bengal,Kolkata,Assault,2022-02-07,10:30:00,22.55829,88.35369,54.0,Female
Gujarat,Ahmedabad,Theft,2024-08-14,09:05:00,22.99325,72.53661,59.0,Female
Tamil Nadu,Coimbatore,Cybercrime,2022-06-17,06:37:00,11.05066,76.93744,56.0,Male
Delhi,New Delhi,Theft,2024-12-16,00:51:00,28.56219,77.23654,48.0,Female
West Bengal,Howrah,Burglary,2023-01-13,15:49:00,22.64955,88.29324,59.0,Female
Uttar Pradesh,Kanpur,Robbery,2021-08-16,15:25:00,26.46475,80.3409,55.0,Male
Karnataka,Mysuru,Robbery,2023-02-22,14:25:00,12.29068,76.61505,27.0,Male
Karnataka,Bengaluru,Domestic Violence,2021-04-02,23:42:00,13.0174,77.62051,28.0,Male
Uttar Pradesh,Noida,Robbery,2023-01-25,21:33:00,28.59117,77.38957,29.0,Female
Gujarat,Ahmedabad,Vehicle Theft,2022-08-26,09:46:00,22.98797,72.60347,57.0,Female
Uttar Pradesh,Noida,Cybercrime,2024-09-27,09:07:00,28.53405,77.35638,16.0,Male
Karnataka,Bengaluru,Vehicle Theft,2021-05-07,21:17:00,12.95232,77.61633,34.0,Male
Tamil Nadu,Coimbatore,Vehicle Theft,2021-03-15,20:10:00,11.07463,76.94455,55.0,Female
Gujarat,Ahmedabad,Burglary,2024-12-08,13:49:00,23.04135,72.59113,16.0,Female
Telangana,Hyderabad,Vandalism,2023-01-27,13:16:00,17.39549,78.47314,69.0,Female
Delhi,Dwarka,Theft,2021-01-16,01:55:00,28.59602,77.02751,22.0,Male
West Bengal,Howrah,fraud,2024-11-20,12:23:00,22.63116,88.20362,36.0,Female
Maharashtra,Nagpur,Cybercrime,2021-07-01,,,,,Male
Maharashtra,Pune,Theft,2023-12-27,14:00:00,18.57323,73.83229,60.0,Female
West Bengal,Kolkata,Theft,2023-01-01,,,,,Female
Tamil Nadu,Coimbatore,Vehicle Theft,2021-04-17,,,,,Male
West Bengal,Kolkata,Theft,2022-02-15,03:30:00,22.53415,88.41039,49.0,Male
Gujarat,Ahmedabad,Cybercrime,2024-01-06,09:05:00,23.04253,72.52773,69.0,Female
Delhi,Dwarka,Burglary,2022-07-14,07:58:00,28.61479,77.01972,68.0,Female
Tamil Nadu,Chennai,Assault,2021-04-24,21:08:00,13.10686,80.25865,39.0,Male
Telangana,Hyderabad,burglary,2021-01-11,09:07:00,17.35346,78.47577,59.0,Male
Tamil Nadu,Chennai,Cybercrime,2023-10-06,14:18:00,13.07167,80.23389,36.0,Male
Telangana,Hyderabad,Vandalism,2022-02-08,22:45:00,17.35991,78.50979,59.0,Female
Delhi,Rohini,Robbery,2023-03-21,05:16:00,28.72821,77.08755,36.0,Male
Uttar Pradesh,Kanpur,Fraud,2022-10-25,16:02:00,26.40987,80.37312,29.0,Male
Delhi,Rohini,Burglary,2021-10-07,19:34:00,28.70554,77.0601,34.0,Male
Gujarat,Surat,vehicle theft,2021-05-12,03:55:00,21.21323,72.81787,67.0,Male
West Bengal,Howrah,Domestic Violence,2024-08-11,10:41:00,22.53531,88.24617,56.0,Male
Uttar Pradesh,Lucknow,Vandalism,2023-11-06,06:58:00,26.87,80.9973,69.0,Female
Telangana,Hyderabad,Assault,2022-06-18,22:07:00,17.37486,78.50564,40.0,Female
West Bengal,Kolkata,Burglary,2022-09-22,03:36:00,22.61673,88.37301,38.0,Male
Maharashtra,Nagpur,Robbery,2024-02-10,08:45:00,21.18875,79.05294,26.0,Female
Maharashtra,Nagpur,Vandalism,2024-07-25,19:08:00,21.09851,79.13629,55.0,Male
Delhi,New Delhi,Vehicle Theft,2021-05-13,04:34:00,28.58063,77.23121,18.0,Male
Karnataka,Mysuru,Theft,2022-07-13,00:10:00,12.31589,76.67147,42.0,Male
Uttar Pradesh,Noida,Theft,2022-05-04,21:58:00,28.50828,77.36942,39.0,Male
Telangana,Hyderabad,Cybercrime,2022-05-07,01:02:00,17.37973,78.44336,37.0,Male
Delhi,Dwarka,Vehicle Theft,2023-06-08,16:33:00,28.63634,77.06065,31.0,Female
West Bengal,Kolkata,Domestic Violence,2022-09-22,16:05:00,22.52797,88.36526,35.0,Female
Gujarat,Surat,Assault,2023-08-15,01:02:00,21.16459,72.88141,46.0,Female
Gujarat,Surat,Cybercrime,2024-08-15,19:52:00,21.20294,72.79221,18.0,Female
Karnataka,Bengaluru,Theft,2021-06-06,03:31:00,12.97523,77.61114,53.0,Male
Uttar Pradesh,Lucknow,Burglary,2024-03-22,,,,,Female
Karnataka,Mysuru,Fraud,2023-12-10,12:37:00,12.32683,76.61835,67.0,Female
Maharashtra,Mumbai,Robbery,2023-10-01,11:42:00,19.07343,72.88932,69.0,Female
Telangana,Warangal,Vehicle Theft,2023-07-14,07:51:00,17.90964,79.61168,48.0,Male
Karnataka,Bengaluru,domestic violence,2024-09-10,01:45:00,12.99727,77.62004,63.0,Male
Maharashtra,Nagpur,Theft,2023-12-09,07:37:00,21.11461,79.03745,29.0,Female
West Bengal,Howrah,Theft,2024-03-23,17:13:00,22.59088,88.27439,56.0,Female
West Bengal,Kolkata,Robbery,2023-01-03,17:09:00,22.56888,88.37655,24.0,Female
Karnataka,Mysuru,Theft,2022-07-24,04:11:00,12.30058,76.59418,35.0,Female
Delhi,Dwarka,Vandalism,2023-08-19,00:04:00,28.61022,77.05098,26.0,Male
Telangana,Warangal,Domestic Violence,2024-06-10,12:48:00,17.95487,79.57785,39.0,Female
Delhi,New Delhi,Assault,2022-07-08,02:24:00,28.68923,77.18588,47.0,Male
Telangana,Warangal,Vandalism,2021-06-19,07:12:00,18.00527,79.58767,17.0,Female
Gujarat,Surat,Assault,2023-02-27,09:25:00,21.15667,72.84934,47.0,Male
Maharashtra,Nagpur,Assault,2022-08-16,09:55:00,21.15012,79.05046,64.0,Male
Delhi,Rohini,Vehicle Theft,2024-06-08,15:52:00,28.76921,77.08689,54.0,Female
Maharashtra,Pune,Vehicle Theft,2023-04-09,03:04:00,18.50535,73.90232,17.0,Female
West Bengal,Kolkata,Assault,2022-10-20,06:08:00,22.56729,88.37414,46.0,Male
Uttar Pradesh,Noida,Domestic Violence,2022-10-12,04:08:00,28.50781,77.37382,20.0,Male
Gujarat,Surat,Burglary,2024-01-23,20:32:00,21.20766,72.81388,51.0,Male
Maharashtra,Mumbai,Vandalism,2022-06-11,08:32:00,19.07821,72.86127,34.0,Male
Maharashtra,Pune,Fraud,2021-06-15,18:07:00,18.511,73.82215,65.0,Male
Delhi,New Delhi,Theft,2021-09-24,20:57:00,28.61145,77.18274,64.0,Female
Gujarat,Ahmedabad,Vehicle Theft,2024-05-07,,,,,Male
Maharashtra,Nagpur,Vehicle Theft,2024-08-15,05:48:00,21.17788,79.05432,57.0,Male
West Bengal,Howrah,Fraud,2023-06-06,02:52:00,22.65113,88.25431,23.0,Male
West Bengal,Kolkata,Burglary,2023-06-05,17:29:00,22.53363,88.37681,25.0,Male
West Bengal,Howrah,Fraud,2024-07-18,17:42:00,22.59296,88.26606,38.0,Male
Gujarat,Ahmedabad,Assault,2021-03-12,21:23:00,23.05849,72.60494,63.0,Female
Delhi,Rohini,Cybercrime,2021-10-18,08:22:00,28.72791,77.08548,44.0,Male
Uttar Pradesh,Lucknow,Assault,2021-08-20,22:17:00,26.8165,80.9283,44.0,Female
Maharashtra,Pune,Vehicle Theft,2023-03-16,17:02:00,18.50658,73.89347,34.0,Male
Uttar Pradesh,Lucknow,Theft,2024-10-08,14:20:00,26.87854,80.99927,24.0,Female
Tamil Nadu,Chennai,Vehicle Theft,2022-01-13,10:16:00,13.07625,80.26265,44.0,Female
Karnataka,Mysuru,Vehicle Theft,2021-10-11,07:03:00,12.29144,76.63766,58.0,Male
Delhi,New Delhi,Kidnapping,2021-06-27,06:45:00,28.59209,77.2006,51.0,Female
Gujarat,Ahmedabad,Vehicle Theft,2023-08-13,00:04:00,22.98654,72.56591,42.0,Male
Tamil Nadu,Coimbatore,Robbery,2023-05-27,16:50:00,11.04191,76.99457,22.0,Female
Uttar Pradesh,Kanpur,Theft,2023-09-13,17:46:00,26.52382,80.32005,43.0,Female
Karnataka,Mysuru,Theft,2021-07-10,00:27:00,12.28045,76.60801,21.0,Male
West Bengal,Howrah,Fraud,2023-05-25,04:41:00,22.6346,88.25253,21.0,Female
Maharashtra,Mumbai,Vandalism,2022-08-14,08:49:00,19.07771,72.88302,40.0,Female
Uttar Pradesh,Kanpur,Cybercrime,2022-12-13,13:54:00,26.43681,80.31712,31.0,Male
Maharashtra,Nagpur,Domestic Violence,2021-07-19,16:17:00,21.18648,79.10744,63.0,Female
Maharashtra,Mumbai,Burglary,2023-11-07,21:52:00,19.04406,72.82083,65.0,Male
Tamil Nadu,Chennai,Domestic Violence,2022-12-01,,,,,Female
Delhi,Rohini,Theft,2021-05-01,00:55:00,28.74276,77.04465,68.0,Female
Maharashtra,Nagpur,Burglary,2022-09-23,13:09:00,21.17323,79.06507,68.0,Male
Maharashtra,Mumbai,Vandalism,2023-08-09,10:02:00,19.06781,72.82027,35.0,Male
Telangana,Hyderabad,Domestic Violence,2023-08-09,12:42:00,17.37088,78.51471,16.0,Female
Maharashtra,Nagpur,Vehicle Theft,2022-07-12,21:00:00,21.15243,79.08352,69.0,Male
Karnataka,Mysuru,Fraud,2024-01-21,02:40:00,12.28507,76.634,63.0,Female
Karnataka,Bengaluru,Cybercrime,2021-09-26,20:32:00,12.90541,77.62637,32.0,Female
Delhi,Rohini,Theft,2022-03-26,12:54:00,28.76175,77.03359,42.0,Female
West Bengal,Howrah,Domestic Violence,2023-07-10,02:42:00,22.5259,88.22983,15.0,Female
West Bengal,Kolkata,Theft,2022-09-25,01:19:00,22.55575,88.3447,19.0,Male
Tamil Nadu,Chennai,Assault,2024-04-27,16:41:00,13.03518,80.28336,60.0,Female
Maharashtra,Pune,Fraud,2021-03-22,23:46:00,18.53129,73.83703,57.0,Male
Delhi,Rohini,Cybercrime,2023-12-13,03:36:00,28.72878,77.09583,39.0,Male
Uttar Pradesh,Kanpur,Vandalism,2023-04-05,19:56:00,26.46296,80.35987,17.0,Female
Karnataka,Bengaluru,Vandalism,2021-11-15,23:22:00,12.93844,77.63926,69.0,Female
Telangana,Warangal,Fraud,2021-09-14,08:40:00,17.91283,79.57736,17.0,Male
Maharashtra,Pune,Assault,2024-03-11,05:17:00,18.49754,73.83281,47.0,Male
Maharashtra,Mumbai,Theft,2023-01-15,23:33:00,19.07201,72.90073,57.0,Female
Delhi,New Delhi,Assault,2023-05-10,15:00:00,28.62827,77.19325,38.0,Male
Delhi,New Delhi,Theft,2022-01-15,05:49:00,28.60449,77.1894,38.0,Male
West Bengal,Howrah,theft,2023-05-22,20:57:00,22.55693,88.25712,36.0,Female
West Bengal,Kolkata,Cybercrime,2021-11-12,03:20:00,22.62078,88.37297,44.0,Male
West Bengal,Howrah,Assault,2022-02-01,10:32:00,22.61611,88.28559,42.0,Female
Gujarat,Ahmedabad,Vehicle Theft,2024-01-15,20:38:00,23.03542,72.55271,39.0,Female
Telangana,Hyderabad,Domestic Violence,2023-11-25,10:02:00,17.42298,78.50363,64.0,Male
Karnataka,Bengaluru,assault,2023-09-26,17:15:00,12.96522,77.59093,31.0,Male
Telangana,Warangal,Assault,2022-12-26,16:26:00,17.9244,79.6275,17.0,Female
Gujarat,Ahmedabad,Assault,2023-06-06,10:52:00,22.99429,72.60538,19.0,Female
Delhi,New Delhi,Vehicle Theft,2024-03-07,09:51:00,28.60214,77.23676,68.0,Female
West Bengal,Howrah,Robbery,2021-01-14,20:10:00,22.6184,88.25798,23.0,Female
Maharashtra,Mumbai,Domestic Violence,2021-05-03,06:58:00,19.06025,72.83065,25.0,Female
Tamil Nadu,Chennai,Cybercrime,2021-07-22,16:20:00,13.10544,80.262,58.0,Male
Telangana,Warangal,Robbery,2023-04-22,13:32:00,17.97232,79.58491,32.0,Male
Gujarat,Surat,Cybercrime,2022-08-16,22:19:00,21.16869,72.88488,48.0,Male
Gujarat,Surat,Theft,2022-10-16,04:09:00,21.14529,72.84467,68.0,Male
Uttar Pradesh,Kanpur,Burglary,2023-04-08,06:43:00,26.35895,80.28512,65.0,Female
Tamil Nadu,Chennai,Theft,2022-08-19,,,,,Male
Delhi,New Delhi,Vehicle Theft,2023-09-23,04:34:00,28.64625,77.20502,58.0,Female
Karnataka,Bengaluru,Burglary,2023-11-02,17:45:00,12.95283,77.5948,48.0,Female
Tamil Nadu,Chennai,Assault,2023-04-01,21:11:00,13.07091,80.2475,62.0,Male
Gujarat,Ahmedabad,Burglary,2024-02-13,13:57:00,23.03032,72.5861,21.0,Male
Gujarat,Surat,Burglary,2024-06-01,02:19:00,21.19226,72.85554,51.0,Male
Telangana,Hyderabad,Theft,2022-09-13,15:04:00,17.37828,78.41436,44.0,Female
Delhi,Rohini,Cybercrime,2022-06-16,04:04:00,28.72909,77.03985,34.0,Male
Uttar Pradesh,Kanpur,Kidnapping,2022-08-14,22:21:00,26.48819,80.36463,25.0,Male
West Bengal,Kolkata,Vandalism,2022-02-04,16:24:00,22.51102,88.35436,58.0,Female
Uttar Pradesh,Noida,Theft,2024-12-09,10:34:00,28.53114,77.36242,50.0,Female
West Bengal,Kolkata,Theft,2024-04-05,17:26:00,22.57223,88.38086,58.0,Male
Maharashtra,Pune,Theft,2024-03-07,14:03:00,18.54563,73.87467,31.0,Male
Delhi,New Delhi,Theft,2023-09-10,01:41:00,28.61959,77.14804,22.0,Male
Uttar Pradesh,Noida,Assault,2024-04-13,21:58:00,28.47691,77.395,51.0,Male
Maharashtra,Pune,Cybercrime,2024-05-10,10:15:00,18.53662,73.81267,53.0,Male
Karnataka,Bengaluru,Robbery,2024-09-14,03:08:00,12.96824,77.56073,59.0,Female
Maharashtra,Pune,Cybercrime,2021-03-05,11:31:00,18.51431,73.85046,52.0,Female
Telangana,Warangal,Vandalism,2022-11-11,10:41:00,17.96736,79.58034,36.0,Male
Gujarat,Surat,Theft,2024-10-26,15:56:00,21.15269,72.80405,29.0,Male
Karnataka,Mysuru,Theft,2021-05-10,03:29:00,12.25408,76.66479,41.0,Female
West Bengal,Kolkata,Burglary,2024-05-01,19:46:00,22.54499,88.33473,27.0,Female
Tamil Nadu,Coimbatore,Vehicle Theft,2022-12-16,17:05:00,11.05878,76.9555,52.0,Female
Delhi,Dwarka,Robbery,2024-04-09,13:37:00,28.61219,77.04029,30.0,Female
Maharashtra,Pune,Burglary,2024-06-20,09:53:00,18.55575,73.82038,55.0,Male
West Bengal,Howrah,Vehicle Theft,2022-10-09,10:00:00,22.52442,88.25728,17.0,Male
Gujarat,Ahmedabad,Fraud,2023-03-01,09:35:00,23.04072,72.58988,61.0,Female
Delhi,Rohini,Vandalism,2023-04-15,11:41:00,28.75118,77.0674,67.0,Female
Telangana,Warangal,Kidnapping,2021-08-01,13:23:00,17.94114,79.59254,31.0,Male
Uttar Pradesh,Lucknow,Vehicle Theft,2021-08-21,10:56:00,26.84115,80.94527,39.0,Male
Telangana,Hyderabad,Vandalism,2021-06-06,12:58:00,17.40777,78.4696,27.0,Male
Tamil Nadu,Coimbatore,Burglary,2021-07-27,15:59:00,10.99851,76.91346,32.0,Male
Uttar Pradesh,Kanpur,Theft,2023-10-25,22:12:00,26.49851,80.30893,24.0,Male
Karnataka,Mysuru,Burglary,2021-11-27,10:02:00,12.32038,76.67147,60.0,Female
Karnataka,Bengaluru,Kidnapping,2024-03-20,04:27:00,12.89491,77.61186,56.0,Male
Maharashtra,Nagpur,Fraud,2022-03-17,08:36:00,21.12583,79.09154,64.0,Female
Delhi,Rohini,Theft,2023-12-07,13:47:00,28.73543,77.01907,33.0,Male
Tamil Nadu,Coimbatore,robbery,2023-11-06,22:56:00,10.96787,76.98195,57.0,Female
Delhi,Dwarka,Assault,2024-08-25,21:01:00,28.61505,77.04331,59.0,Male
Tamil Nadu,Chennai,Theft,2023-06-21,07:19:00,13.10098,80.27127,33.0,Male
Uttar Pradesh,Kanpur,Cybercrime,2023-08-25,,,,,Female
West Bengal,Kolkata,Vehicle Theft,2023-07-24,05:37:00,22.52675,88.42556,49.0,Male
Telangana,Hyderabad,Assault,2023-05-16,13:11:00,17.43277,78.48927,27.0,Male
Uttar Pradesh,Noida,Vandalism,2023-11-06,03:23:00,28.58689,77.37265,27.0,Female
Delhi,Dwarka,Theft,2024-11-19,15:14:00,28.60274,77.05039,46.0,Female
Karnataka,Mysuru,Vehicle Theft,2024-03-01,12:23:00,12.27568,76.7187,42.0,Female
Tamil Nadu,Coimbatore,Cybercrime,2024-11-02,02:37:00,11.02445,76.96501,65.0,Female
West Bengal,Howrah,Assault,2021-12-06,07:01:00,22.54008,88.26597,53.0,Female
Gujarat,Ahmedabad,Assault,2023-05-19,08:50:00,22.9862,72.54551,50.0,Male
Gujarat,Surat,Cybercrime,2023-03-07,01:03:00,21.21497,72.78703,21.0,Male
Telangana,Warangal,Burglary,2024-10-10,07:06:00,17.98445,79.59796,65.0,Female
Uttar Pradesh,Lucknow,Kidnapping,2021-06-18,03:13:00,26.79818,80.94206,31.0,Female
Gujarat,Surat,Theft,2024-12-09,12:34:00,21.10797,72.81534,51.0,Male
Gujarat,Ahmedabad,Assault,2024-01-26,08:10:00,23.03423,72.59747,42.0,Male
Maharashtra,Mumbai,Assault,2021-02-22,17:36:00,19.12165,72.9184,60.0,Female
Telangana,Warangal,Robbery,2021-01-16,12:22:00,17.99432,79.60386,38.0,Female
Gujarat,Surat,Vandalism,2023-12-27,04:39:00,21.19126,72.78954,55.0,Male
Delhi,New Delhi,Robbery,2024-11-08,15:22:00,28.63251,77.2834,57.0,Female
Telangana,Hyderabad,Vehicle Theft,2021-08-12,09:06:00,17.41608,78.50543,42.0,Male
Tamil Nadu,Chennai,Assault,2024-09-07,23:44:00,13.10341,80.29074,55.0,Male
Tamil Nadu,Coimbatore,Assault,2024-09-02,06:56:00,11.07034,76.99242,15.0,Male
Tamil Nadu,Coimbatore,Assault,2021-10-21,19:07:00,11.03837,76.98577,49.0,Male
Maharashtra,Nagpur,Domestic Violence,2022-04-09,00:10:00,21.16782,79.07395,31.0,Male
Gujarat,Ahmedabad,Burglary,2024-10-12,23:02:00,23.05067,72.55502,57.0,Female
Tamil Nadu,Coimbatore,Theft,2024-09-01,13:39:00,10.99637,76.9305,59.0,Male
Uttar Pradesh,Noida,Vehicle Theft,2021-03-06,06:41:00,28.50351,77.41128,20.0,Male
Tamil Nadu,Coimbatore,Theft,2021-07-10,16:55:00,10.97839,76.95135,34.0,Male
Uttar Pradesh,Noida,Theft,2021-01-02,16:54:00,28.52969,77.36893,55.0,Male
West Bengal,Howrah,Fraud,2021-09-23,02:24:00,22.61121,88.25705,64.0,Female
Gujarat,Ahmedabad,Assault,2022-05-15,21:58:00,23.05532,72.57005,45.0,Male
Karnataka,Bengaluru,Assault,2022-07-08,04:53:00,12.96793,77.60856,37.0,Male
Uttar Pradesh,Lucknow,Assault,2024-05-12,15:29:00,26.85397,80.89759,61.0,Male
West Bengal,Kolkata,Assault,2021-12-09,13:33:00,22.59282,88.37,38.0,Male
Tamil Nadu,Chennai,Robbery,2022-06-02,00:32:00,13.06407,80.27491,62.0,Female
Gujarat,Surat,Vehicle Theft,2023-03-19,14:31:00,21.14542,72.86939,60.0,Male
Delhi,New Delhi,Domestic Violence,2023-09-19,22:41:00,28.61402,77.20445,49.0,Male
Karnataka,Bengaluru,Fraud,2023-12-26,20:10:00,12.9961,77.60975,33.0,Male
Telangana,Warangal,Vandalism,2023-02-10,07:33:00,17.96537,79.61129,46.0,Female
West Bengal,Howrah,Theft,2021-01-13,21:26:00,22.59835,88.25809,50.0,Male
Tamil Nadu,Chennai,Kidnapping,2024-03-05,17:45:00,13.04764,80.24003,40.0,Male
Gujarat,Surat,Theft,2021-06-17,16:17:00,21.1417,72.7969,21.0,Female
Maharashtra,Nagpur,Vandalism,2021-07-06,12:04:00,21.18535,79.08193,44.0,Female
Uttar Pradesh,Kanpur,Domestic Violence,2022-08-15,15:21:00,26.45658,80.32963,61.0,Male
Tamil Nadu,Chennai,Vehicle Theft,2023-10-10,07:26:00,13.07274,80.29,58.0,Male
Delhi,New Delhi,Burglary,2023-10-13,10:03:00,28.58421,77.19957,30.0,Female
Delhi,Dwarka,Vehicle Theft,2024-05-21,16:50:00,28.5866,77.06773,31.0,Female
Maharashtra,Nagpur,Theft,2023-12-25,09:00:00,21.19297,79.07546,63.0,Male
Delhi,New Delhi,Vehicle Theft,2024-05-01,22:01:00,28.59859,77.19581,63.0,Female
Tamil Nadu,Coimbatore,Burglary,2022-07-17,05:14:00,10.97459,76.97384,67.0,Male
West Bengal,Howrah,Vandalism,2023-07-11,00:33:00,22.57179,88.24478,69.0,Female
Maharashtra,Mumbai,Cybercrime,2021-05-20,23:29:00,19.07169,72.82134,37.0,Male
Telangana,Hyderabad,Robbery,2023-09-08,14:38:00,17.39214,78.46375,68.0,Female
Maharashtra,Nagpur,Burglary,2024-02-07,22:44:00,21.14346,79.123,21.0,Female
Maharashtra,Mumbai,Vandalism,2022-11-10,12:30:00,19.03924,72.85941,65.0,Female
Uttar Pradesh,Kanpur,Cybercrime,2022-08-07,19:34:00,26.45615,80.32099,54.0,Male
Uttar Pradesh,Noida,Burglary,2023-11-24,,,,,Male
West Bengal,Kolkata,Assault,2023-11-25,10:49:00,22.58013,88.36362,53.0,Female
Gujarat,Surat,Assault,2024-06-26,04:31:00,21.15585,72.83482,30.0,Female
Maharashtra,Mumbai,Vehicle Theft,2021-05-09,12:18:00,19.1337,72.8182,15.0,Male
Delhi,New Delhi,Vehicle Theft,2022-12-18,00:31:00,28.61954,77.25597,34.0,Male
Delhi,New Delhi,Fraud,2024-08-23,15:39:00,28.62851,77.19742,38.0,Female
Maharashtra,Mumbai,Vandalism,2022-06-18,15:25:00,19.11077,72.86522,62.0,Male
Karnataka,Bengaluru,Robbery,2023-08-24,01:37:00,12.96837,77.61769,21.0,Male
Uttar Pradesh,Noida,Robbery,2021-02-26,04:36:00,28.56309,77.38565,52.0,Male
Telangana,Hyderabad,burglary,2023-11-07,09:49:00,17.38337,78.50294,62.0,Male
Maharashtra,Nagpur,Theft,2023-01-13,15:15:00,21.15243,79.06694,24.0,Male
Delhi,New Delhi,Vandalism,2021-01-06,07:12:00,28.61134,77.17939,32.0,Male
Delhi,Dwarka,Cybercrime,2022-04-09,14:56:00,28.63387,77.06784,26.0,Male
Karnataka,Bengaluru,Theft,2023-06-02,13:50:00,12.96265,77.6039,38.0,Female
Gujarat,Ahmedabad,Theft,2024-06-18,10:27:00,23.02738,72.5307,28.0,Female
Maharashtra,Mumbai,assault,2023-12-13,04:22:00,19.09283,72.88916,22.0,Male
Uttar Pradesh,Noida,Robbery,2024-03-04,09:36:00,28.5411,77.45232,39.0,Male
Uttar Pradesh,Lucknow,fraud,2024-04-05,00:05:00,26.84954,80.98432,60.0,Male
Maharashtra,Nagpur,Fraud,2021-07-14,05:08:00,21.20762,79.10175,27.0,Male
Tamil Nadu,Chennai,Vehicle Theft,2022-03-19,08:20:00,13.10716,80.27105,41.0,Female
Maharashtra,Pune,Assault,2021-08-20,11:07:00,18.51124,73.81192,36.0,Male
Uttar Pradesh,Lucknow,Theft,2023-01-03,12:59:00,26.8748,80.88891,17.0,Female
Uttar Pradesh,Lucknow,Vehicle Theft,2024-06-25,20:59:00,26.81946,80.94578,67.0,Male
Maharashtra,Mumbai,Vehicle Theft,2023-05-21,11:57:00,19.09268,72.89639,56.0,Female
Karnataka,Bengaluru,Cybercrime,2024-05-01,17:39:00,12.98077,77.65486,62.0,Female
Uttar Pradesh,Kanpur,Robbery,2024-11-01,18:47:00,26.49362,80.30787,44.0,Female
Telangana,Hyderabad,Theft,2024-11-07,,,,,Male
Gujarat,Surat,Theft,2024-04-05,15:50:00,21.1552,72.86129,36.0,Female
Gujarat,Ahmedabad,Theft,2023-12-03,06:58:00,23.02672,72.57194,19.0,Female
Maharashtra,Mumbai,assault,2021-10-09,20:00:00,19.02011,72.88957,28.0,Female
Gujarat,Ahmedabad,Robbery,2022-02-07,05:36:00,23.03195,72.54133,62.0,Female
Telangana,Warangal,Fraud,2021-04-15,17:34:00,17.91069,79.57141,45.0,Female
West Bengal,Kolkata,assault,2021-02-05,22:16:00,22.57367,88.3802,36.0,Female
Delhi,Dwarka,Theft,2021-10-08,21:55:00,28.62686,77.01292,63.0,Male
West Bengal,Kolkata,Kidnapping,2024-05-09,12:51:00,22.5579,88.34897,55.0,Female
Maharashtra,Pune,Assault,2024-08-21,17:59:00,18.52053,73.88716,63.0,Female
Gujarat,Surat,Vandalism,2021-01-02,15:33:00,21.15283,72.79546,61.0,Male
